cod_grupo,cod_grupo_padre
GR007638,GR008935
GR007639,GR007220
GR007640,GR008033
GR007641,GR008181
GR007642,GR004932
GR007643,GR007555
GR007644,GR000446
GR007645,GR009023
GR007646,GR005679
GR007647,GR008620
GR007648,GR005370
GR007649,GR003595
GR007650,GR004565
GR007651,GR001958
GR007652,GR002523
GR007653,GR000382
GR007654,GR002647
GR007655,GR003481
GR007656,GR009789
GR007657,GR004920
GR007658,GR005087
GR007659,GR001851
GR007660,GR010013
GR007661,GR006910
GR007662,GR006495
GR007663,GR006264
GR007664,GR005718
GR007665,GR010081
GR007666,GR005993
GR007667,GR008070
GR007668,GR001922
GR007669,GR003116
GR007670,GR007011
GR007671,GR006663
GR007672,GR002775
GR007673,GR000554
GR007674,GR002412
GR007675,GR000108
GR007676,GR008803
GR007677,GR001588
GR007678,GR005237
GR007679,GR005279
GR007680,GR001195
GR007681,GR002819
GR007682,GR006844
GR007683,GR004116
GR007684,GR000683
GR007685,GR003094
GR007686,GR004833
GR007687,GR000624
GR007688,GR008256
GR007689,GR006482
GR007690,GR006178
GR007691,GR008317
GR007692,GR007056
GR007693,GR001607
GR007694,GR008009
GR007695,GR007720
GR007696,GR005697
GR007697,GR006656
GR007698,GR003327
GR007699,GR005328
GR007700,GR004099
GR007701,GR009571
GR007702,GR007753
GR007703,GR008364
GR007704,GR000541
GR007705,GR004634
GR007706,GR007229
GR007707,GR010080
GR007708,GR007393
GR007709,GR006714
GR007710,GR001406
GR007711,GR000973
GR007712,GR002179
GR007713,GR004060
GR007714,GR006637
GR007715,GR005300
GR007716,GR007259
GR007717,GR006425
GR007718,GR008912
GR007719,GR008552
GR007720,GR006698
GR007721,GR000389
GR007722,GR006972
GR007723,GR006524
GR007724,GR000365
GR007725,GR003901
GR007726,GR008437
GR007727,GR008742
GR007728,GR000010
GR007729,GR007683
GR007730,GR008777
GR007731,GR001418
GR007732,GR009246
GR007733,GR003661
GR007734,GR006308
GR007735,GR008321
GR007736,GR005021
GR007737,GR005507
GR007738,GR003907
GR007739,GR002625
GR007740,GR003246
GR007741,GR002325
GR007742,GR004934
GR007743,GR001379
GR007744,GR000716
GR007745,GR009499
GR007746,GR004554
GR007747,GR001846
GR007748,GR009992
GR007749,GR001923
GR007750,GR007647
GR007751,GR000870
GR007752,GR008445
GR007753,GR000678
GR007754,GR003155
GR007755,GR004740
GR007756,GR002444
GR007757,GR008497
GR007758,GR007730
GR007759,GR006216
GR007760,GR009399
GR007761,GR001059
GR007762,GR001046
GR007763,GR000006
GR007764,GR005526
GR007765,GR009682
GR007766,GR007919
GR007767,GR005891
GR007768,GR007114
GR007769,GR002091
GR007770,GR004829
GR007771,GR004766
GR007772,GR003426
GR007773,GR008075
GR007774,GR009375
GR007775,GR006795
GR007776,GR005876
GR007777,GR009318
GR007778,GR006798
GR007779,GR005260
GR007780,GR006827
GR007781,GR006747
GR007782,GR009132
GR007783,GR002933
GR007784,GR004751
GR007785,GR002551
GR007786,GR009210
GR007787,GR009391
GR007788,GR004050
GR007789,GR002200
GR007790,GR007973
GR007791,GR006835
GR007792,GR000027
GR007793,GR000778
GR007794,GR006649
GR007795,GR000107
GR007796,GR008128
GR007797,GR009756
GR007798,GR003332
GR007799,GR000053
GR007800,GR009902
GR007801,GR007785
GR007802,GR003954
GR007803,GR002994
GR007804,GR001269
GR007805,GR007463
GR007806,GR007668
GR007807,GR005963
GR007808,GR002511
GR007809,GR005831
GR007810,GR006326
GR007811,GR005248
GR007812,GR002530
GR007813,GR007154
GR007814,GR002280
GR007815,GR002891
GR007816,GR007321
GR007817,GR006146
GR007818,GR000978
GR007819,GR002496
GR007820,GR003556
GR007821,GR007436
GR007822,GR007245
GR007823,GR002052
GR007824,GR001570
GR007825,GR007780
GR007826,GR006613
GR007827,GR009308
GR007828,GR005097
GR007829,GR005786
GR007830,GR001773
GR007831,GR007057
GR007832,GR009480
GR007833,GR000567
GR007834,GR000757
GR007835,GR005654
GR007836,GR004961
GR007837,GR009518
GR007838,GR008343
GR007839,GR000290
GR007840,GR004654
GR007841,GR007001
GR007842,GR002006
GR007843,GR000445
GR007844,GR008317
GR007845,GR002574
GR007846,GR007032
GR007847,GR000478
GR007848,GR005481
GR007849,GR004595
GR007850,GR009642
GR007851,GR006567
GR007852,GR003720
GR007853,GR000925
GR007854,GR005811
GR007855,GR006284
GR007856,GR008418
GR007857,GR007391
GR007858,GR008421
GR007859,GR006222
GR007860,GR001903
GR007861,GR002731
GR007862,GR002604
GR007863,GR007257
GR007864,GR007640
GR007865,GR007917
GR007866,GR004673
GR007867,GR008694
GR007868,GR005438
GR007869,GR007908
GR007870,GR001061
GR007871,GR004260
GR007872,GR004543
GR007873,GR005846
GR007874,GR006530
GR007875,GR006254
GR007876,GR005892
GR007877,GR000262
GR007878,GR004866
GR007879,GR002860
GR007880,GR008277
GR007881,GR004883
GR007882,GR010101
GR007883,GR005935
GR007884,GR004701
GR007885,GR008758
GR007886,GR005074
GR007887,GR004706
GR007888,GR001218
GR007889,GR009129
GR007890,GR008427
GR007891,GR007790
GR007892,GR006880
GR007893,GR007114
GR007894,GR008961
GR007895,GR000454
GR007896,GR007071
GR007897,GR007900
GR007898,GR008253
GR007899,GR009551
GR007900,GR007457
GR007901,GR001559
GR007902,GR000444
GR007903,GR002101
GR007904,GR003880
GR007905,GR002769
GR007906,GR009100
GR007907,GR006516
GR007908,GR005407
GR007909,GR000923
GR007910,GR001983
GR007911,GR008158
GR007912,GR007190
GR007913,GR000897
GR007914,GR001215
GR007915,GR002676
GR007916,GR005924
GR007917,GR006662
GR007918,GR002984
GR007919,GR009801
GR007920,GR009491
GR007921,GR009256
GR007922,GR006633
GR007923,GR003749
GR007924,GR002187
GR007925,GR001133
GR007926,GR009005
GR007927,GR002350
GR007928,GR005525
GR007929,GR003822
GR007930,GR002509
GR007931,GR000291
GR007932,GR003437
GR007933,GR001885
GR007934,GR007135
GR007935,GR008322
GR007936,GR005271
GR007937,GR003127
GR007938,GR009993
GR007939,GR001215
GR007940,GR003517
GR007941,GR008510
GR007942,GR009137
GR007943,GR008736
GR007944,GR003108
GR007945,GR005461
GR007946,GR001794
GR007947,GR002394
GR007948,GR000363
GR007949,GR000117
GR007950,GR005436
GR007951,GR007732
GR007952,GR001910
GR007953,GR008956
GR007954,GR008507
GR007955,GR003953
GR007956,GR002269
GR007957,GR006079
GR007958,GR005375
GR007959,GR006148
GR007960,GR008237
GR007961,GR007500
GR007962,GR002217
GR007963,GR004285
GR007964,GR008319
GR007965,GR006378
GR007966,GR001954
GR007967,GR005539
GR007968,GR003624
GR007969,GR001703
GR007970,GR000747
GR007971,GR004997
GR007972,GR003322
GR007973,GR001436
GR007974,GR001612
GR007975,GR003872
GR007976,GR004495
GR007977,GR006615
GR007978,GR000803
GR007979,GR003180
GR007980,GR003298
GR007981,GR003498
GR007982,GR002887
GR007983,GR000778
GR007984,GR005193
GR007985,GR008501
GR007986,GR009867
GR007987,GR009016
GR007988,GR004514
GR007989,GR000551
GR007990,GR000444
GR007991,GR008834
GR007992,GR002284
GR007993,GR001088
GR007994,GR006155
GR007995,GR001091
GR007996,GR007357
GR007997,GR000117
GR007998,GR000441
GR007999,GR001874
GR008000,GR008509
GR008001,GR003895
GR008002,GR007686
GR008003,GR000719
GR008004,GR001472
GR008005,GR002267
GR008006,GR007088
GR008007,GR005735
GR008008,GR003487
GR008009,GR007214
GR008010,GR007976
GR008011,GR000424
GR008012,GR007156
GR008013,GR006919
GR008014,GR008081
GR008015,GR008923
GR008016,GR002448
GR008017,GR009109
GR008018,GR000926
GR008019,GR000232
GR008020,GR001729
GR008021,GR006491
GR008022,GR001613
GR008023,GR007808
GR008024,GR003657
GR008025,GR010055
GR008026,GR004518
GR008027,GR002847
GR008028,GR007465
GR008029,GR003722
GR008030,GR000714
GR008031,GR008029
GR008032,GR001367
GR008033,GR003752
GR008034,GR001687
GR008035,GR002409
GR008036,GR010012
GR008037,GR005880
GR008038,GR004521
GR008039,GR008222
GR008040,GR008671
GR008041,GR005136
GR008042,GR003684
GR008043,GR000040
GR008044,GR007611
GR008045,GR009223
GR008046,GR001629
GR008047,GR008396
GR008048,GR000696
GR008049,GR007454
GR008050,GR000122
GR008051,GR004261
GR008052,GR000852
GR008053,GR003502
GR008054,GR000056
GR008055,GR005492
GR008056,GR009787
GR008057,GR002786
GR008058,GR007897
GR008059,GR009251
GR008060,GR004322
GR008061,GR006440
GR008062,GR001318
GR008063,GR006082
GR008064,GR003040
GR008065,GR005093
GR008066,GR002720
GR008067,GR009736
GR008068,GR002801
GR008069,GR002586
GR008070,GR002138
GR008071,GR001575
GR008072,GR005300
GR008073,GR005731
GR008074,GR000094
GR008075,GR005285
GR008076,GR008080
GR008077,GR008937
GR008078,GR000775
GR008079,GR009689
GR008080,GR007368
GR008081,GR007457
GR008082,GR000490
GR008083,GR009528
GR008084,GR004948
GR008085,GR001939
GR008086,GR000126
GR008087,GR000412
GR008088,GR004416
GR008089,GR005967
GR008090,GR004893
GR008091,GR007736
GR008092,GR001283
GR008093,GR007958
GR008094,GR002742
GR008095,GR003250
GR008096,GR005527
GR008097,GR006839
GR008098,GR008598
GR008099,GR000137
GR008100,GR007783
GR008101,GR005589
GR008102,GR005789
GR008103,GR006867
GR008104,GR008861
GR008105,GR005393
GR008106,GR007194
GR008107,GR007556
GR008108,GR003535
GR008109,GR003446
GR008110,GR000058
GR008111,GR000995
GR008112,GR005521
GR008113,GR008561
GR008114,GR003610
GR008115,GR004875
GR008116,GR009177
GR008117,GR000406
GR008118,GR008986
GR008119,GR008216
GR008120,GR006406
GR008121,GR009576
GR008122,GR009812
GR008123,GR007165
GR008124,GR008492
GR008125,GR002077
GR008126,GR006206
GR008127,GR006270
GR008128,GR000591
GR008129,GR008157
GR008130,GR000110
GR008131,GR003835
GR008132,GR003812
GR008133,GR007394
GR008134,GR002186
GR008135,GR006274
GR008136,GR006464
GR008137,GR007490
GR008138,GR000591
GR008139,GR008375
GR008140,GR009584
GR008141,GR006750
GR008142,GR000693
GR008143,GR007084
GR008144,GR008627
GR008145,GR008227
GR008146,GR002807
GR008147,GR008022
GR008148,GR009422
GR008149,GR009891
GR008150,GR006083
GR008151,GR004484
GR008152,GR007459
GR008153,GR005943
GR008154,GR004547
GR008155,GR006895
GR008156,GR007453
GR008157,GR006866
GR008158,GR001475
GR008159,GR006450
GR008160,GR001705
GR008161,GR003710
GR008162,GR009574
GR008163,GR002619
GR008164,GR005694
GR008165,GR002202
GR008166,GR009869
GR008167,GR004244
GR008168,GR006003
GR008169,GR005392
GR008170,GR007189
GR008171,GR007195
GR008172,GR000857
GR008173,GR005332
GR008174,GR004122
GR008175,GR008711
GR008176,GR007874
GR008177,GR005025
GR008178,GR003138
GR008179,GR010043
GR008180,GR009225
GR008181,GR003672
GR008182,GR007100
GR008183,GR000020
GR008184,GR004018
GR008185,GR006906
GR008186,GR000091
GR008187,GR000285
GR008188,GR005888
GR008189,GR008497
GR008190,GR002120
GR008191,GR002157
GR008192,GR005644
GR008193,GR001703
GR008194,GR006276
GR008195,GR008813
GR008196,GR009008
GR008197,GR009407
GR008198,GR010005
GR008199,GR005459
GR008200,GR008529
GR008201,GR000299
GR008202,GR002178
GR008203,GR004504
GR008204,GR001260
GR008205,GR006660
GR008206,GR005171
GR008207,GR003026
GR008208,GR006765
GR008209,GR006010
GR008210,GR005780
GR008211,GR005312
GR008212,GR009604
GR008213,GR000058
GR008214,GR001400
GR008215,GR005183
GR008216,GR008331
GR008217,GR002773
GR008218,GR004736
GR008219,GR005823
GR008220,GR002194
GR008221,GR009537
GR008222,GR006096
GR008223,GR004347
GR008224,GR009173
GR008225,GR003133
GR008226,GR007398
GR008227,GR007097
GR008228,GR009266
GR008229,GR002257
GR008230,GR008472
GR008231,GR000630
GR008232,GR008150
GR008233,GR009180
GR008234,GR000826
GR008235,GR005778
GR008236,GR008377
GR008237,GR002151
GR008238,GR002483
GR008239,GR005851
GR008240,GR003593
GR008241,GR003056
GR008242,GR006742
GR008243,GR008870
GR008244,GR000404
GR008245,GR000742
GR008246,GR002947
GR008247,GR002798
GR008248,GR008402
GR008249,GR003997
GR008250,GR002062
GR008251,GR009126
GR008252,GR009584
GR008253,GR006039
GR008254,GR002702
GR008255,GR007386
GR008256,GR003583
GR008257,GR009902
GR008258,GR001672
GR008259,GR001141
GR008260,GR002943
GR008261,GR004261
GR008262,GR007118
GR008263,GR009425
GR008264,GR007140
GR008265,GR008398
GR008266,GR001114
GR008267,GR003680
GR008268,GR003446
GR008269,GR008589
GR008270,GR007815
GR008271,GR008767
GR008272,GR006126
GR008273,GR004647
GR008274,GR009642
GR008275,GR008491
GR008276,GR001760
GR008277,GR009352
GR008278,GR004322
GR008279,GR009472
GR008280,GR004527
GR008281,GR006783
GR008282,GR005718
GR008283,GR000476
GR008284,GR001981
GR008285,GR002384
GR008286,GR004349
GR008287,GR005957
GR008288,GR001283
GR008289,GR008577
GR008290,GR000212
GR008291,GR000935
GR008292,GR006592
GR008293,GR000091
GR008294,GR001234
GR008295,GR002535
GR008296,GR001875
GR008297,GR004265
GR008298,GR006126
GR008299,GR000324
GR008300,GR002128
GR008301,GR003789
GR008302,GR002318
GR008303,GR005031
GR008304,GR003636
GR008305,GR006219
GR008306,GR008293
GR008307,GR002932
GR008308,GR003645
GR008309,GR003078
GR008310,GR007298
GR008311,GR005966
GR008312,GR004051
GR008313,GR001736
GR008314,GR003646
GR008315,GR001926
GR008316,GR002876
GR008317,GR005271
GR008318,GR009405
GR008319,GR008573
GR008320,GR006640
GR008321,GR003741
GR008322,GR004395
GR008323,GR000278
GR008324,GR005696
GR008325,GR000633
GR008326,GR005797
GR008327,GR004040
GR008328,GR009406
GR008329,GR007919
GR008330,GR008739
GR008331,GR006100
GR008332,GR001704
GR008333,GR009518
GR008334,GR008375
GR008335,GR009857
GR008336,GR007897
GR008337,GR001116
GR008338,GR005512
GR008339,GR008490
GR008340,GR006569
GR008341,GR008119
GR008342,GR004370
GR008343,GR004831
GR008344,GR004233
GR008345,GR006493
GR008346,GR002296
GR008347,GR006315
GR008348,GR004270
GR008349,GR006747
GR008350,GR003224
GR008351,GR009923
GR008352,GR008490
GR008353,GR000752
GR008354,GR002395
GR008355,GR008404
GR008356,GR004831
GR008357,GR005282
GR008358,GR007725
GR008359,GR008935
GR008360,GR007546
GR008361,GR008844
GR008362,GR002789
GR008363,GR009987
GR008364,GR004976
GR008365,GR002651
GR008366,GR006709
GR008367,GR002788
GR008368,GR005671
GR008369,GR003722
GR008370,GR004872
GR008371,GR001948
GR008372,GR004976
GR008373,GR003145
GR008374,GR003302
GR008375,GR008710
GR008376,GR008221
GR008377,GR003654
GR008378,GR006705
GR008379,GR002799
GR008380,GR002497
GR008381,GR004773
GR008382,GR004415
GR008383,GR000849
GR008384,GR002954
GR008385,GR009702
GR008386,GR001020
GR008387,GR008160
GR008388,GR009204
GR008389,GR001858
GR008390,GR009852
GR008391,GR001466
GR008392,GR001914
GR008393,GR009376
GR008394,GR002027
GR008395,GR005969
GR008396,GR006380
GR008397,GR004626
GR008398,GR000689
GR008399,GR003119
GR008400,GR006129
GR008401,GR004245
GR008402,GR003981
GR008403,GR009542
GR008404,GR002472
GR008405,GR005995
GR008406,GR001233
GR008407,GR003712
GR008408,GR006629
GR008409,GR001072
GR008410,GR000557
GR008411,GR002797
GR008412,GR001931
GR008413,GR005324
GR008414,GR003983
GR008415,GR009106
GR008416,GR003014
GR008417,GR004069
GR008418,GR008051
GR008419,GR008287
GR008420,GR007257
GR008421,GR007758
GR008422,GR005736
GR008423,GR009980
GR008424,GR008772
GR008425,GR005674
GR008426,GR006318
GR008427,GR006264
GR008428,GR000301
GR008429,GR008763
GR008430,GR008070
GR008431,GR000695
GR008432,GR009685
GR008433,GR003148
GR008434,GR004743
GR008435,GR002378
GR008436,GR008603
GR008437,GR002037
GR008438,GR006665
GR008439,GR002378
GR008440,GR002181
GR008441,GR006772
GR008442,GR004480
GR008443,GR002011
GR008444,GR005806
GR008445,GR007197
GR008446,GR003398
GR008447,GR004261
GR008448,GR007907
GR008449,GR005847
GR008450,GR000164
GR008451,GR001419
GR008452,GR007358
GR008453,GR006750
GR008454,GR008083
GR008455,GR004019
GR008456,GR006306
GR008457,GR006526
GR008458,GR009050
GR008459,GR002010
GR008460,GR001950
GR008461,GR001384
GR008462,GR009002
GR008463,GR003824
GR008464,GR007645
GR008465,GR006078
GR008466,GR004196
GR008467,GR000630
GR008468,GR005434
GR008469,GR009664
GR008470,GR005701
GR008471,GR008515
GR008472,GR002589
GR008473,GR002886
GR008474,GR002896
GR008475,GR003298
GR008476,GR000264
GR008477,GR007442
GR008478,GR006147
GR008479,GR001471
GR008480,GR001969
GR008481,GR005109
GR008482,GR003978
GR008483,GR000090
GR008484,GR000803
GR008485,GR007854
GR008486,GR001348
GR008487,GR007717
GR008488,GR002860
GR008489,GR006234
GR008490,GR008637
GR008491,GR002596
GR008492,GR009065
GR008493,GR002195
GR008494,GR002245
GR008495,GR006404
GR008496,GR002766
GR008497,GR001556
GR008498,GR005980
GR008499,GR009392
GR008500,GR003366
GR008501,GR009359
GR008502,GR002968
GR008503,GR001112
GR008504,GR008660
GR008505,GR001402
GR008506,GR005102
GR008507,GR005434
GR008508,GR006493
GR008509,GR005939
GR000043,GR005909
GR008510,GR008592
GR008511,GR004711
GR008512,GR004758
GR000001,GR006191
GR000002,GR004424
GR000003,GR009379
GR000004,GR006095
GR000005,GR003276
GR000006,GR003434
GR000007,GR006422
GR000008,GR009759
GR000009,GR003379
GR000010,GR001336
GR000011,GR002376
GR000012,GR003725
GR000013,GR007598
GR000014,GR007661
GR000015,GR001449
GR000016,GR004702
GR000017,GR000024
GR000018,GR009721
GR000019,GR005316
GR000020,GR007257
GR000021,GR004726
GR000022,GR005212
GR000023,GR007493
GR000024,GR005729
GR000025,GR002224
GR000026,GR009505
GR000027,GR002462
GR000028,GR003498
GR000029,GR005115
GR000030,GR004930
GR000031,GR001329
GR000032,GR003053
GR000033,GR009974
GR000034,GR001440
GR000035,GR004148
GR000036,GR002959
GR000037,GR002819
GR000038,GR000407
GR000039,GR003949
GR000040,GR005219
GR000041,GR009917
GR000042,GR002313
GR008513,GR002599
GR008514,GR001330
GR008515,GR006456
GR008516,GR005473
GR008517,GR005786
GR008518,GR002955
GR008519,GR008055
GR008520,GR002854
GR008521,GR005329
GR008522,GR009652
GR008523,GR002167
GR008524,GR009332
GR008525,GR009174
GR008526,GR005212
GR008527,GR000397
GR008528,GR000532
GR008529,GR001474
GR008530,GR007595
GR008531,GR003482
GR008532,GR006185
GR008533,GR007204
GR008534,GR008182
GR008535,GR001044
GR008536,GR002567
GR008537,GR006983
GR008538,GR002089
GR008539,GR007431
GR008540,GR005653
GR008541,GR005134
GR008542,GR009886
GR008543,GR008911
GR008544,GR007636
GR008545,GR001934
GR008546,GR005235
GR008547,GR008774
GR008548,GR006850
GR008549,GR009752
GR008550,GR004281
GR008551,GR001652
GR008552,GR004963
GR008553,GR009625
GR008554,GR009674
GR008555,GR009563
GR008556,GR004862
GR008557,GR001591
GR008558,GR002514
GR008559,GR006030
GR008580,GR001696
GR008581,GR000514
GR008582,GR002969
GR008583,GR008997
GR008584,GR002922
GR008585,GR004028
GR008586,GR007582
GR008587,GR003332
GR008588,GR008807
GR008589,GR007839
GR008590,GR008870
GR008591,GR007614
GR008592,GR003491
GR008593,GR009441
GR008594,GR001120
GR008595,GR006320
GR008596,GR007065
GR008597,GR000139
GR008598,GR007242
GR008599,GR003837
GR008600,GR001007
GR008601,GR005239
GR008602,GR001914
GR008603,GR006259
GR008604,GR004022
GR008605,GR003638
GR008606,GR005445
GR008607,GR006802
GR008608,GR001246
GR008609,GR002342
GR008610,GR006594
GR008611,GR001752
GR008612,GR006234
GR008613,GR000102
GR008614,GR008980
GR008615,GR002344
GR008616,GR004029
GR008617,GR007868
GR008618,GR002478
GR008619,GR002010
GR008620,GR005981
GR008621,GR008505
GR008622,GR004118
GR008623,GR004823
GR008624,GR008130
GR008625,GR005374
GR008626,GR001671
GR008627,GR001041
GR008628,GR009741
GR008629,GR002291
GR008630,GR001924
GR008631,GR000231
GR008632,GR006876
GR008633,GR007139
GR008634,GR008049
GR008635,GR009029
GR008636,GR001128
GR008637,GR004265
GR008638,GR007659
GR008639,GR001600
GR008640,GR000286
GR008641,GR008252
GR008642,GR004549
GR008643,GR008412
GR008644,GR004332
GR008645,GR009131
GR008646,GR001551
GR008647,GR000388
GR008648,GR003290
GR008649,GR000472
GR008650,GR002250
GR008651,GR005190
GR008652,GR005818
GR008653,GR006249
GR008654,GR002704
GR008655,GR005425
GR008656,GR007161
GR008657,GR005258
GR008658,GR005625
GR008659,GR003888
GR008660,GR003436
GR008661,GR003648
GR008662,GR008251
GR008663,GR001680
GR008664,GR007192
GR008665,GR004222
GR008666,GR005343
GR008667,GR001152
GR008668,GR005697
GR008669,GR007886
GR008670,GR002178
GR008671,GR005488
GR008672,GR006651
GR008673,GR001107
GR008674,GR001455
GR008675,GR006209
GR008676,GR000165
GR008677,GR005921
GR008678,GR000869
GR008679,GR004683
GR008680,GR003796
GR008681,GR000494
GR008682,GR002872
GR008683,GR005621
GR008684,GR006714
GR008685,GR001549
GR008686,GR008486
GR008687,GR007276
GR008688,GR003177
GR008689,GR001440
GR008690,GR006755
GR008691,GR004832
GR008692,GR008414
GR008693,GR001348
GR008694,GR005282
GR008695,GR002431
GR008696,GR004792
GR008697,GR006794
GR008698,GR009189
GR008699,GR000197
GR008700,GR001678
GR008701,GR005989
GR008702,GR003388
GR008703,GR009018
GR008704,GR004423
GR008705,GR000551
GR008706,GR003162
GR008707,GR009657
GR008708,GR001938
GR008709,GR004215
GR008710,GR001080
GR008711,GR001121
GR008712,GR009164
GR008713,GR004182
GR008714,GR001613
GR008715,GR006922
GR008716,GR003116
GR008717,GR008933
GR008718,GR005644
GR008719,GR005512
GR008720,GR007614
GR008721,GR006769
GR008722,GR009350
GR008723,GR003706
GR008724,GR000675
GR008725,GR004817
GR008726,GR005051
GR008727,GR006302
GR008728,GR000064
GR008729,GR005972
GR008730,GR005905
GR008731,GR003265
GR008732,GR008570
GR008733,GR005331
GR008734,GR009547
GR008735,GR009345
GR008736,GR004233
GR008737,GR001992
GR008738,GR004012
GR008739,GR006362
GR008740,GR002981
GR008741,GR000410
GR008742,GR000331
GR008743,GR008413
GR008744,GR006283
GR008745,GR000134
GR008746,GR005150
GR008747,GR006465
GR008748,GR008032
GR008749,GR007418
GR008750,GR009608
GR008751,GR007273
GR008752,GR000771
GR008753,GR001438
GR008754,GR009547
GR008755,GR006072
GR008756,GR008393
GR008757,GR005115
GR008758,GR009785
GR008759,GR001673
GR008760,GR007279
GR008761,GR006883
GR008762,GR009514
GR008763,GR009796
GR008764,GR002539
GR008765,GR005127
GR008766,GR008418
GR008767,GR005361
GR008768,GR008458
GR008769,GR002840
GR008770,GR004868
GR008771,GR002802
GR008772,GR008218
GR008773,GR001963
GR008774,GR005547
GR008775,GR003888
GR008776,GR003658
GR008777,GR005172
GR008778,GR001245
GR008779,GR007921
GR008780,GR009118
GR008781,GR007287
GR008782,GR004626
GR008783,GR006330
GR008784,GR002622
GR008785,GR007870
GR008786,GR009205
GR008787,GR005395
GR008788,GR004868
GR008789,GR004497
GR008790,GR001443
GR008791,GR007856
GR008792,GR002882
GR008793,GR008841
GR008794,GR010086
GR008795,GR006463
GR008796,GR008719
GR008797,GR000119
GR008798,GR005277
GR008799,GR002426
GR008800,GR006096
GR008801,GR002599
GR008802,GR005101
GR008803,GR003951
GR008804,GR002634
GR008805,GR003584
GR008806,GR002516
GR008807,GR007006
GR008808,GR008958
GR008809,GR000701
GR008810,GR003696
GR008811,GR007234
GR008812,GR008677
GR008813,GR005503
GR008814,GR002762
GR008815,GR008147
GR008816,GR000345
GR008817,GR007181
GR008818,GR001524
GR008819,GR002217
GR008820,GR008786
GR008821,GR009855
GR008822,GR006257
GR008823,GR007225
GR008824,GR002043
GR008825,GR009509
GR008826,GR008657
GR008827,GR002174
GR008828,GR008161
GR008829,GR009050
GR008830,GR003326
GR008831,GR000769
GR008832,GR005757
GR008833,GR000935
GR008834,GR005211
GR008835,GR007315
GR008836,GR003599
GR008837,GR005194
GR008838,GR005699
GR008839,GR000278
GR008840,GR000966
GR008841,GR000478
GR008842,GR003645
GR008843,GR004632
GR008844,GR009965
GR008845,GR008705
GR008846,GR002894
GR008847,GR002632
GR008848,GR007391
GR008849,GR007532
GR008850,GR002927
GR008851,GR006992
GR008852,GR009701
GR008853,GR005813
GR008854,GR006652
GR008855,GR009915
GR008856,GR001151
GR008857,GR001322
GR008858,GR004147
GR008859,GR005407
GR008860,GR000096
GR008861,GR009858
GR008862,GR006692
GR008863,GR007477
GR008864,GR004790
GR008865,GR004047
GR008866,GR008539
GR008867,GR001358
GR008868,GR004176
GR008869,GR007641
GR008870,GR000520
GR008871,GR008503
GR008872,GR004484
GR008873,GR004838
GR008874,GR002984
GR008875,GR001571
GR008876,GR002516
GR008877,GR005546
GR008878,GR003399
GR008879,GR005775
GR008880,GR008532
GR008881,GR000365
GR008882,GR003316
GR008883,GR001579
GR008884,GR005567
GR008885,GR005789
GR008886,GR009271
GR008887,GR002602
GR008888,GR009100
GR008889,GR002400
GR008890,GR000106
GR008891,GR003498
GR008892,GR005760
GR008893,GR003758
GR008894,GR006859
GR008895,GR004877
GR008896,GR001046
GR008897,GR005082
GR008898,GR006431
GR008899,GR007827
GR008900,GR007169
GR008901,GR006687
GR008902,GR005202
GR008903,GR009792
GR008904,GR004092
GR008905,GR006300
GR008906,GR001480
GR008907,GR005043
GR008908,GR008831
GR008909,GR000675
GR008910,GR003906
GR008911,GR007240
GR008912,GR005957
GR008913,GR001450
GR008914,GR005028
GR008915,GR002396
GR008916,GR006260
GR008917,GR005091
GR008918,GR003270
GR008919,GR000364
GR008920,GR007667
GR008921,GR002027
GR008922,GR004764
GR008923,GR000626
GR008924,GR008073
GR008925,GR005481
GR008926,GR003599
GR008927,GR001484
GR008928,GR007376
GR008929,GR006456
GR008930,GR009809
GR008931,GR004688
GR008932,GR006942
GR008933,GR005859
GR008934,GR002586
GR008935,GR000919
GR008936,GR004805
GR008937,GR000213
GR008938,GR002886
GR008939,GR002844
GR008940,GR009882
GR008941,GR009041
GR008942,GR000128
GR008943,GR005385
GR008944,GR002915
GR008945,GR001309
GR008946,GR005802
GR008947,GR008083
GR008948,GR004445
GR008949,GR001548
GR008950,GR003118
GR008951,GR002398
GR008952,GR001324
GR008953,GR006450
GR008954,GR006564
GR008955,GR007911
GR008956,GR003656
GR008957,GR006236
GR008958,GR003581
GR008959,GR001412
GR008960,GR004055
GR008961,GR001551
GR008962,GR002597
GR008963,GR003244
GR008964,GR005718
GR008965,GR003247
GR008966,GR002140
GR008967,GR006398
GR008968,GR006902
GR008969,GR006142
GR008970,GR001966
GR008971,GR000821
GR008972,GR008284
GR008973,GR009029
GR008974,GR000052
GR008975,GR005089
GR008976,GR001213
GR008977,GR010090
GR008978,GR009487
GR008979,GR006378
GR008980,GR004186
GR008981,GR006817
GR008982,GR006666
GR008983,GR004526
GR008984,GR007648
GR008985,GR004054
GR008986,GR009688
GR008987,GR008040
GR008988,GR004197
GR008989,GR009377
GR008990,GR007666
GR008991,GR007731
GR008992,GR009759
GR008993,GR002504
GR008994,GR001915
GR008995,GR004741
GR008996,GR006152
GR008997,GR000675
GR008998,GR009010
GR008999,GR006610
GR009000,GR006542
GR009001,GR010081
GR009002,GR006654
GR009003,GR008042
GR009004,GR008912
GR009005,GR003740
GR009006,GR003063
GR009007,GR008273
GR009008,GR004887
GR009009,GR005598
GR009010,GR008434
GR009011,GR000445
GR009012,GR008063
